date,sales,cluster,Test_Forecast,Test Forecast,test_Forecast_prophet_online
2016-01-01,0.0,Cluster 2,172512.6774648057,148582.03951789063,166552.127378462
2016-01-02,282357.44303,Cluster 2,190738.88624748867,177538.5857144919,219031.2012895657
2016-01-03,331393.88,Cluster 2,187199.0859562553,224562.9146007574,238379.7100933341
2016-01-04,223693.448065,Cluster 2,179902.40002999557,248913.88664708537,154970.20685562177
2016-01-05,188088.897014,Cluster 2,188549.5510509,190754.6482165444,139679.99500735017
2016-01-06,204327.443102,Cluster 2,220408.6504766274,220404.95881277535,149924.5073394369
2016-01-07,147275.48799,Cluster 2,184074.69614655827,194356.34471311676,120477.47183753652
2016-01-08,176534.23317,Cluster 2,179224.38471956478,162880.3853060557,158735.04091459
2016-01-09,257901.421,Cluster 2,190439.37935188165,186040.12154886167,215031.3466849573
2016-01-10,291195.46,Cluster 2,188579.80693113472,227370.68100450895,237145.64856474008
2016-01-11,157867.99799499998,Cluster 2,184395.66284209717,252968.475513046,155689.43345420173
2016-01-12,138105.998998,Cluster 2,189616.8300831024,197968.0533040556,142931.17307774816
2016-01-13,153383.689025,Cluster 2,208579.64215709592,227598.6935191054,155804.10664189432
2016-01-14,122815.51595,Cluster 2,187047.7613987147,196844.61744948413,128424.37107506508
2016-01-15,160723.77398,Cluster 2,184188.95136852388,160587.54288203485,158263.09468111926
2016-01-16,248641.1895,Cluster 2,190857.28840363817,187950.42584921632,216187.46781054925
2016-01-17,274560.156,Cluster 2,189760.94866957635,233792.97670384505,239415.74952555928
2016-01-18,160157.926967,Cluster 2,187282.06133959637,255725.79498782355,158113.24163145767
2016-01-19,136061.033081,Cluster 2,190383.59874274864,195501.705004879,145515.66363411958
2016-01-20,170666.55,Cluster 2,201639.91954109777,225519.8131678689,159159.50175745736
2016-01-21,118241.93601,Cluster 2,188861.46342911368,200623.9409552691,130925.51827056776
2016-01-22,155266.478908,Cluster 2,187165.3278690061,165283.68374920412,160392.51938407827
2016-01-23,230780.938055,Cluster 2,191123.441135335,187518.63347529125,218348.5680828953
2016-01-24,252347.7869,Cluster 2,190472.972404794,230793.9748447753,241129.4226021713
2016-01-25,151922.8681,Cluster 2,189001.85582274455,255850.54212089957,158816.2429326204
2016-01-26,129500.31798,Cluster 2,190842.74127234987,199184.06887852357,145288.6220891431
2016-01-27,152079.433035,Cluster 2,197523.565314329,226192.3245255805,158106.72846425622
2016-01-28,116744.796006,Cluster 2,189939.41431431985,198740.8259223342,128730.79794875704
2016-01-29,154935.927124,Cluster 2,188932.754030966,165309.89184648608,172706.48775928942
2016-01-30,250783.41289,Cluster 2,191281.95736693585,190183.71829947556,231481.4894294428
2016-01-31,290063.8386,Cluster 2,190895.90243338305,232398.6734197284,254344.35607203303
2016-02-01,197277.617998,Cluster 2,190022.7795658505,254191.332515286,172432.8451644919
2016-02-02,156344.5309,Cluster 2,191115.37173445788,197963.00069763025,158927.14228853022
2016-02-03,171888.662,Cluster 2,195080.52996940247,226823.49788690172,173013.19594385236
2016-02-04,132717.67198,Cluster 2,190579.2377771363,201047.8852524544,143727.47413646817
2016-02-05,172549.625016,Cluster 2,189981.77225293027,166464.76560425595,164551.23682962573
2016-02-06,210283.6341,Cluster 2,191376.0555923298,189324.13728046507,223105.077453236
2016-02-07,161762.129,Cluster 2,191146.92713117527,231887.60212568537,244944.64798089076
2016-02-08,169802.348296,Cluster 2,190628.7173801936,255007.8505701381,164774.18982539736
2016-02-09,206392.754016,Cluster 2,191277.18524216305,199296.59402173336,152739.22940820773
2016-02-10,176428.55801,Cluster 2,193630.5587198673,225960.9583752853,166454.8917623057
2016-02-11,136235.119,Cluster 2,190958.98277924428,200597.9625963441,137545.77138973022
2016-02-12,159378.769897,Cluster 2,190604.37916950465,168118.56919588603,153295.3472472212
2016-02-13,208884.05298,Cluster 2,191431.9046334314,191042.00541617416,212013.1824655405
2016-02-14,245017.6416,Cluster 2,191295.9138920764,231654.1915244769,234233.42904316683
2016-02-15,166161.384,Cluster 2,190988.34961027463,253591.56147098943,151804.18853570282
2016-02-16,155386.801,Cluster 2,191373.2237959389,199717.14396314204,138639.83990192332
2016-02-17,176344.007996,Cluster 2,192769.9818303391,226832.24620992132,152644.3797464168
2016-02-18,117643.85705,Cluster 2,191184.3664619493,201445.0439797039,122270.21861417136
2016-02-19,164365.09352,Cluster 2,190973.904568032,168579.44115446365,162897.23792090488
2016-02-20,224433.401,Cluster 2,191465.0517875184,191238.57785168476,223379.5632837397
2016-02-21,272833.664,Cluster 2,191384.3394986488,232030.0330284905,246779.7962709672
2016-02-22,156019.554178,Cluster 2,191201.79606257053,253706.10015701855,164549.4214401105
2016-02-23,134948.324976,Cluster 2,191430.22394100856,200025.5458339283,151808.48219002725
2016-02-24,165025.855882,Cluster 2,192259.2181585779,226312.4639841627,166599.47397147823
2016-02-25,121092.23701,Cluster 2,191318.1346357295,201970.93678687423,136009.9031283458
2016-02-26,153383.4668,Cluster 2,191193.22274064957,170171.28838625998,180850.3078492616
2016-02-27,236216.44668,Cluster 2,191484.72505879923,192035.0276486972,242414.4834676273
2016-02-28,270008.864,Cluster 2,191436.821256494,231556.51657444923,265596.1233870406
2016-02-29,163664.997905,Cluster 2,191328.4793323924,253035.16406389396,183424.36285619557
2016-03-01,188532.1229,Cluster 2,191464.0542749996,200853.58653604623,171552.25927985727
2016-03-02,204338.477165,Cluster 2,191956.073218728,226653.8637288253,186983.9056247753
2016-03-03,140451.91416,Cluster 2,191397.52780181565,202265.3875581632,155296.7938380552
2016-03-04,178353.953098,Cluster 2,191323.3909533633,170909.38686911907,167535.41015429795
2016-03-05,265419.329996,Cluster 2,191496.40140341295,192776.09108085104,227502.04679890184
2016-03-06,294015.80503,Cluster 2,191467.9698682936,231816.49441892595,248910.3751952697
2016-03-07,161292.809996,Cluster 2,191403.6675149985,252623.21752364724,163522.0556410573
2016-03-08,134899.981,Cluster 2,191484.13302204764,201090.91676827776,149456.35224369343
2016-03-09,161561.474,Cluster 2,191776.1527199616,226601.5631306033,163491.27675530416
2016-03-10,118146.773002,Cluster 2,191444.64868745027,202956.41743996064,130014.98860363865
2016-03-11,158645.441904,Cluster 2,191400.64749529032,172096.92358902527,158974.06496941522
2016-03-12,227298.4399,Cluster 2,191503.33146712405,193279.16564242172,219228.0348386684
2016-03-13,251871.87912,Cluster 2,191486.45697803656,231593.44168754976,240811.43033198628
2016-03-14,144704.445,Cluster 2,191448.29268777143,252280.58395488656,155176.1848413183
